x,y,title,tokens,word,poem_title,author,period,link
0.019036824,0.018057618,"wish'd boon may in oblivious dews my **eye**-lids steep, thou child of night, and","wish ' d boon may in oblivious dew ##s my eye - lids steep , thou child of night , and",eye,Sonnet XIII,Anna Seward,18th Century,http://public-domain-poetry.com/anna-seward/sonnet-xiii-31103
0.019627783,0.012571151,"t there written, and, to gladden the **eye**, placest her wonders in groups; since o","##t there written , and , to glad ##den the eye , places ##t her wonders in groups ; since o",eye,Human Knowledge,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/human-knowledge-30549
0.0143847605,0.017523503,it is neighbour'd close by clust '**ring** isles all populous; thence samos is beheld,it is neighbour ' d close by cl ##ust ' ring isles all populous ; thence sam ##os is be ##held,ring,Translation of: The Odyssey of Homer: Book IX,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/translation-of-the-odyssey-of-homer-book-ix-13041
0.018240383,0.01733248,"she sighs aloud in the darkling night, her **eyelid** heavy with weeping. ""my heart's","she sighs aloud in the dark ##ling night , her eye ##lid heavy with weeping . "" my heart ' s",eye,The Maiden's Lament,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/maidens-lament-30477
0.021177558,-0.020190766,", her eyelid heavy with weeping. ""my **heart**'s dead within me, the world is a",", her eye ##lid heavy with weeping . "" my heart ' s dead within me , the world is a",heart,The Maiden's Lament,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/maidens-lament-30477
0.021160258,-0.019341422,"aught can pour comfort and balm in thy **heart**, now that love its sweet pleasures no more can","aug ##ht can pour comfort and bal ##m in thy heart , now that love its sweet pleasures no more can",heart,The Maiden's Lament,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/maidens-lament-30477
0.020807229,-0.017259594,"no balm is so sweet to the desolate **heart**, when love its soft pleasures no more can imp","no bal ##m is so sweet to the des ##olate heart , when love its soft pleasures no more can imp",heart,The Maiden's Lament,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/maidens-lament-30477
0.018192315,0.017516613,"hears, where anguish dims a mother's **eye** with tears; or where the maid, who gave","hears , where anguish dim ##s a mother ' s eye with tears ; or where the maid , who gave",eye,Peru. Canto The Sixth,Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/peru-canto-the-sixth-34723
0.016106056,0.018079313,"more that form shall view, her quiv '**ring** lip has breath'd the last adieu!","more that form shall view , her qui ##v ' ring lip has breath ' d the last adi ##eu !",ring,Peru. Canto The Sixth,Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/peru-canto-the-sixth-34723
0.016984247,0.015273931,"lour high themes the rapt concent '**ring** thoughts explore, freed from external pleasure's glittering","lou ##r high themes the rap ##t con ##cent ' ring thoughts explore , freed from external pleasure ' s glittering",ring,Sonnet XXXIX. Winter Evening,Anna Seward,18th Century,http://public-domain-poetry.com/anna-seward/sonnet-xxxix-winter-evening-31129
0.018876621,0.012583315,"guilt to cover, to hide her shame from every **eye**, to give repentance to her lover,","guilt to cover , to hide her shame from every eye , to give rep ##ent ##ance to her lover ,",eye,Song From 'The Vicar Of Wakefield',Oliver Goldsmith,18th Century,http://public-domain-poetry.com/oliver-goldsmith/song-from-the-vicar-of-wakefield-16852
0.020187294,-0.014474145,"between the boldest schemes, ambition frames, and **heart**-humilities. beneath stern mountains many a","between the bold ##est schemes , ambition frames , and heart - hum ##ili ##ties . beneath stern mountains many a",heart,On The Frith Of Clyde - In A Steamboat,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/on-the-frith-of-clyde-in-a-steamboat-4592
0.014181856,0.017163707,eptre [ 2 ] of the god shaft-**arm**'d. his supplication was at,##ept ##re [ 2 ] of the god shaft - arm ' d . his su ##pp ##lica ##tion was at,arm,The Iliad Of Homer: Translated Into English Blank Verse: Book I,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/iliad-of-homer-translated-into-english-blank-verse-book-i-13057
0.016389405,0.012729484,more his pride to rein the ardent horse with agile **arm**? with new-strung sinews to divide,more his pride to rein the ardent horse with agile arm ? with new - strung sin ##ew ##s to divide,arm,"Odes From Horace. - To Lydia. Book The First, Ode The Eighth",Anna Seward,18th Century,http://public-domain-poetry.com/anna-seward/odes-from-horace-to-lydia-book-the-first-ode-the-eighth-31194
0.018893957,0.018845,"om'd 'mong the hills, the **eye** with wonder and amazement fills; the tay, mean","##om ' d ' mon ##g the hills , the eye with wonder and amazement fills ; the tay , mean",eye,"Written With A Pencil, Over The Chimney-Piece, In The Parlour Of The Inn At Kenmore, Taymouth",Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/written-with-a-pencil-over-the-chimney-piece-in-the-parlour-of-the-inn-at-kenmore-taymouth-9975
0.016498605,0.017315479,"and amazement fills; the tay, meand '**ring** sweet in infant pride, the palace, rising on","and amazement fills ; the tay , mean ##d ' ring sweet in infant pride , the palace , rising on",ring,"Written With A Pencil, Over The Chimney-Piece, In The Parlour Of The Inn At Kenmore, Taymouth",Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/written-with-a-pencil-over-the-chimney-piece-in-the-parlour-of-the-inn-at-kenmore-taymouth-9975
0.01600645,0.018510029,"rs in my bosom swell, lone wand '**ring** by the hermit's mossy cell: the","##rs in my bo ##som swell , lone wand ' ring by the hermit ' s moss ##y cell : the",ring,"Written With A Pencil, Over The Chimney-Piece, In The Parlour Of The Inn At Kenmore, Taymouth",Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/written-with-a-pencil-over-the-chimney-piece-in-the-parlour-of-the-inn-at-kenmore-taymouth-9975
0.016748488,0.029608842,hanging woods; th 'incessant roar of headlong tumbling floods. * * * * * here,hanging woods ; th ' inc ##ess ##ant roar of head ##long tumbling floods . * * * * * here,head,"Written With A Pencil, Over The Chimney-Piece, In The Parlour Of The Inn At Kenmore, Taymouth",Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/written-with-a-pencil-over-the-chimney-piece-in-the-parlour-of-the-inn-at-kenmore-taymouth-9975
0.019989619,-0.014463893,"to soothe her bitter, rankling wounds: here **heart**-struck grief might heav 'nward stretch","to soothe her bitter , rank ##ling wounds : here heart - struck grief might he ##av ' nwa ##rd stretch",heart,"Written With A Pencil, Over The Chimney-Piece, In The Parlour Of The Inn At Kenmore, Taymouth",Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/written-with-a-pencil-over-the-chimney-piece-in-the-parlour-of-the-inn-at-kenmore-taymouth-9975
0.021257121,-0.016604697,"near-hand ended, but, waes my **heart**! he could na mend it! he gaped","near - hand ended , but , wa ##es my heart ! he could na men ##d it ! he gaped",heart,"The Death And Dying Words Of Poor Mailie, The Author's Only Pet Yowe. An Unco Mournfu' Tale",Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/death-and-dying-words-of-poor-mailie-the-authors-only-pet-yowe-an-unco-mournfu-tale-9891
0.01604209,0.014168404,"a short sword, and a lang, a weak **arm**, and a strang for to draw. iii","a short sword , and a lang , a weak arm , and a st ##rang for to draw . iii",arm,Ye Jacobites By Name,Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/ye-jacobites-by-name-10253
0.020727351,-0.009444469,"while we taste believing, now we are quits **heart**-poisoner, fare-thee-well!","while we taste believing , now we are quit ##s heart - poison ##er , fare - thee - well !",heart,The Infanticide,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/infanticide-30707
0.020801067,-0.017449982,"! woe, for too human was this fond **heart**'s feeling feeling! my sin's avenge","! wo ##e , for too human was this fond heart ' s feeling feeling ! my sin ' s avenge",heart,The Infanticide,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/infanticide-30707
0.015548664,0.012162292,"be; woe for the false man's **arm** around me stealing, stole the lulled virtue,","be ; wo ##e for the false man ' s arm around me stealing , stole the lu ##lled virtue ,",arm,The Infanticide,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/infanticide-30707
0.018405002,0.025735244,"enamored brings, when the dread block the **head** he cradled presses, and high the blood his kiss","en ##amo ##red brings , when the dread block the head he cradled presses , and high the blood his kiss",head,The Infanticide,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/infanticide-30707
0.016733136,0.029425668,"and lining, cardoness '[ 4 ] **head**; fine for a sodger a 'the","and lining , card ##ones ##s ' [ 4 ] head ; fine for a so ##dge ##r a ' the",head,The Heron Ballads. (Ballad Third.),Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/heron-ballads-ballad-third-10039
0.019710576,-0.012826453,"of mental anguish, or what is called a broken **heart**. he lived in the village of drannock","of mental anguish , or what is called a broken heart . he lived in the village of dr ##ann ##ock",heart,Banwell Hill; A Lay Of The Severn Sea. Part Third,William Lisle Bowles,18th Century,http://public-domain-poetry.com/william-lisle-bowles/banwell-hill-a-lay-of-the-severn-sea-part-third-35359
0.018496862,0.019548465,and from the look of the falconer's **eye**; and from the love which was in her soul,and from the look of the falcon ##er ' s eye ; and from the love which was in her soul,eye,"The Force Of Prayer, Or, The Founding Of Bolton, A Tradition",William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/force-of-prayer-or-the-founding-of-bolton-a-tradition-4036
0.0144358855,0.0120569095,"from afar conspicuous as the brightness of a star, legible only by the light they give, stand the","from afar conspicuous as the brightness of a star , leg ##ible only by the light they give , stand the",leg,Truth,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/truth-13002
0.018447643,0.01872917,"second time did matthew stop; and fixing still his **eye** upon the eastern mountain-top, to me he","second time did matthew stop ; and fixing still his eye upon the eastern mountain - top , to me he",eye,The Two April Mornings,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/two-april-mornings-4089
0.016563011,0.028424522,points of morning dew. ` a basket on her **head** she bare; her brow was smooth and white:,points of morning dew . ` a basket on her head she bare ; her brow was smooth and white :,head,The Two April Mornings,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/two-april-mornings-4089
0.017817259,0.023494728,"grace the saints imbibe from christ the living **head**? ah, lord, we know thy chosen few","grace the saints im ##bib ##e from christ the living head ? ah , lord , we know thy chosen few",head,Abuse Of The Gospel,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/abuse-of-the-gospel-13290
0.018212287,0.026324406,heels eclips'd the honours of my **head**; that i found humour in a piebald,heels ec ##lip ##s ' d the honours of my head ; that i found humour in a pie ##bal ##d,head,Epilogue For Mr. Lee Lewes,Oliver Goldsmith,18th Century,http://public-domain-poetry.com/oliver-goldsmith/epilogue-for-mr-lee-lewes-16866
0.016008178,0.025454344,"disgraceful! strike me dead! but for a **head**, yes, yes, i have a **head**.","disgrace ##ful ! strike me dead ! but for a head , yes , yes , i have a head .",head,Epilogue For Mr. Lee Lewes,Oliver Goldsmith,18th Century,http://public-domain-poetry.com/oliver-goldsmith/epilogue-for-mr-lee-lewes-16866
0.016348131,0.030189412,"a **head**, yes, yes, i have a **head**. how piercing is that eye! how sleek that","a head , yes , yes , i have a head . how piercing is that eye ! how sleek that",head,Epilogue For Mr. Lee Lewes,Oliver Goldsmith,18th Century,http://public-domain-poetry.com/oliver-goldsmith/epilogue-for-mr-lee-lewes-16866
0.01638017,0.026977723,", i have a head. how piercing is that **eye**! how sleek that brow! my horns! i",", i have a head . how piercing is that eye ! how sleek that brow ! my horns ! i",eye,Epilogue For Mr. Lee Lewes,Oliver Goldsmith,18th Century,http://public-domain-poetry.com/oliver-goldsmith/epilogue-for-mr-lee-lewes-16866
0.014955326,0.018940477,"! hark forward! 'came thund '**ring** from behind, he bounds aloft, outstrip","! ha ##rk forward ! ' came th ##und ' ring from behind , he bounds al ##oft , outs ##trip",ring,Epilogue For Mr. Lee Lewes,Oliver Goldsmith,18th Century,http://public-domain-poetry.com/oliver-goldsmith/epilogue-for-mr-lee-lewes-16866
0.02039621,-0.019823125,"way, in cheerful godliness; and yet thy **heart** the lowliest duties on herself did lay. the","way , in cheerful god ##liness ; and yet thy heart the low ##liest duties on herself did lay . the",heart,"London, 1802",William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/london-1802-3806
0.017540108,0.01759901,". a damask cheek, an iv 'ry **arm**, shall ne 'er my wishes win, give",". a dam ##ask cheek , an iv ' ry arm , shall ne ' er my wishes win , give",arm,A Song,Mark Akenside,18th Century,http://public-domain-poetry.com/mark-akenside/song-3697
0.01760685,0.028347367,"days passed and monte calvo would not clear his **head** from mist; and, as the wind sobbed through","days passed and monte cal ##vo would not clear his head from mist ; and , as the wind sobbed through",head,"Memorials Of A Tour In Italy, 1837 - IX. - At Albano",William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/memorials-of-a-tour-in-italy-1837-ix-at-albano-4654
0.018032216,0.027567135,":-fall, rosy garlands, from my **head**! ye myrtle wreaths, your fragrance shed around",": - fall , rosy garland ##s , from my head ! ye myrtle wreath ##s , your fragrance shed around",head,"September, 1819",William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/september-1819-4009
0.020013362,0.00904444,"prone to pity, generous, and sincere, whose **eye** ne 'er yet refused the wretch a","prone to pity , generous , and sincere , whose eye ne ' er yet refused the wr ##et ##ch a",eye,Lines On The Death Of Sir William Russel,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/lines-on-the-death-of-sir-william-russel-13219
0.021095905,-0.016958227,yet refused the wretch a tear; whose **heart** the real claim of friendship knows; nor thinks a,yet refused the wr ##et ##ch a tear ; whose heart the real claim of friendship knows ; nor thinks a,heart,Lines On The Death Of Sir William Russel,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/lines-on-the-death-of-sir-william-russel-13219
0.020923909,-0.020103762,"leave to flow! why all that soothes a **heart** from anguish free, all that delights the happy","leave to flow ! why all that soothe ##s a heart from anguish free , all that delight ##s the happy",heart,Lines On The Death Of Sir William Russel,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/lines-on-the-death-of-sir-william-russel-13219
0.021013584,-0.016620135,"'o 'care! thou 'lt break my **heart**, thou warbling bird, that wantons th","' o ' care ! thou ' lt break my heart , thou war ##bling bird , that want ##ons th",heart,The Banks O' Doon. (Second Version.),Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/banks-o-doon-second-version-10255
0.02083919,-0.012023286,"did i o 'mine. wi 'lightsome **heart** i pu'd a rose, fu'sweet","did i o ' mine . wi ' lights ##ome heart i pu ' d a rose , fu ' sweet",heart,The Banks O' Doon. (Second Version.),Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/banks-o-doon-second-version-10255
0.015704991,0.017166823,"rsis, the music of that murm '**ring** spring, is not so mournful as the","##rs ##is , the music of that mu ##rm ' ring spring , is not so mo ##urn ##ful as the",ring,"Winter - The Fourth Pastoral, Or Daphne",Alexander Pope,18th Century,http://public-domain-poetry.com/alexander-pope/winter-the-fourth-pastoral-or-daphne-1673
0.02067323,-0.019425213,"be pleased that nature made thee fit to feed my **heart**'s devotion, by laws to which all forms","be pleased that nature made thee fit to feed my heart ' s devotion , by laws to which all forms",heart,"Yes! Thou Art Fair, Yet Be Not Moved",William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/yes-thou-art-fair-yet-be-not-moved-4742
0.01829752,0.02263916,", and steal from me maria's prying **eye**. blest highland bonnet! once my proud",", and steal from me maria ' s pry ##ing eye . b ##les ##t highland bonnet ! once my proud",eye,Epistle From Esopus To Maria,Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/epistle-from-esopus-to-maria-10022
0.02028556,-0.0114357695,"senate bred, who owns a bushby's **heart** without the head; comes, 'mid a string","senate bred , who owns a bush ##by ' s heart without the head ; comes , ' mid a string",heart,Epistle From Esopus To Maria,Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/epistle-from-esopus-to-maria-10022
0.016022364,0.030566912,"who owns a bushby's heart without the **head**; comes, 'mid a string of coxcomb","who owns a bush ##by ' s heart without the head ; comes , ' mid a string of cox ##comb",head,Epistle From Esopus To Maria,Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/epistle-from-esopus-to-maria-10022
0.02083837,-0.014409064,"more lofty views unfold, and prompt the **heart** with more divine emotions; if erewhile","more loft ##y views un ##fold , and prompt the heart with more divine emotions ; if er ##ew ##hil ##e",heart,Ye Powers Unseen,Mark Akenside,18th Century,http://public-domain-poetry.com/mark-akenside/ye-powers-unseen-3686
0.018693283,0.011984795,"more bright ) might learn to picture, for the **eye** of faith, the virgin, as she shone with","more bright ) might learn to picture , for the eye of faith , the virgin , as she shone with",eye,The Infant M---- M----,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/infant-m-m-4501
0.021051254,-0.014168484,"hern screams along the distant lake, her little **heart** oft flutters to be free, oft","her ##n screams along the distant lake , her little heart of ##t flutter ##s to be free , of ##t",heart,Captivity,Samuel Rogers,18th Century,http://public-domain-poetry.com/samuel-rogers/captivity-29730
0.020424351,-0.015383603,"; virtue engages his assent, but pleasure wins his **heart**. 'tis here the folly of the wise through","; virtue engages his assent , but pleasure wins his heart . ' tis here the folly of the wise through",heart,Human Frailty,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/human-frailty-13096
0.017949061,-0.008101708,"do, the french, dutch, and danes will **heartily** thank us, no doubt, for our pains","do , the french , dutch , and danes will heart ##ily thank us , no doubt , for our pains",heart,Pity For Poor Africans,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/pity-for-poor-africans-13116
0.016952349,0.023958882,"taught, that make the patriot-spirit bow her **head** where the all-conquering roman feared to tread","taught , that make the patriot - spirit bow her head where the all - conquer ##ing roman feared to tread",head,Composed In The Glen Of Loch Etive,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/composed-in-the-glen-of-loch-etive-4536
0.020771855,-0.014845012,"his child and care. for mercy has a human **heart**; pity, a human face; and love,","his child and care . for mercy has a human heart ; pity , a human face ; and love ,",heart,The Divine Image,William Blake,18th Century,http://public-domain-poetry.com/william-blake/divine-image-9206
0.0212659,-0.019948997,"thou art, thou hast stown my very **heart**; i can die-but canna part-","thou art , thou has ##t st ##own my very heart ; i can die - but can ##na part -",heart,Ca' The Yowes,Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/ca-the-yowes-10349
0.018250138,0.021168502,"h laid aside pencil and colors! glittering on the **eye** swell the rich fruits, and bloom the flowers!","##h laid aside pencil and colors ! glittering on the eye swell the rich fruits , and bloom the flowers !",eye,Pompeii And Herculaneum,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/pompeii-and-herculaneum-30533
0.019459454,0.018411547,"the wise and good, but from whose holy piercing **eye** the herd of fools and villains fly. oh!","the wise and good , but from whose holy piercing eye the herd of fools and villains fly . oh !",eye,Hymn on Solitude,James Thomson,18th Century,http://public-domain-poetry.com/james-thomson/hymn-on-solitude-7671
0.01862399,0.026086776,"in white arrayed, before thee lifts her fearless **head**; religion's beams around thee shine and cheer","in white array ##ed , before thee lifts her fearless head ; religion ' s beams around thee shine and cheer",head,Hymn on Solitude,James Thomson,18th Century,http://public-domain-poetry.com/james-thomson/hymn-on-solitude-7671
0.020839721,-0.022391219,"dew upon thy grave, good creature! while my **heart** can beat never will i forget thy name. heaven","dew upon thy grave , good creature ! while my heart can beat never will i forget thy name . heaven",heart,The Prelude - Book Fourth,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/prelude-book-fourth-4060
0.020309925,-0.01338435,'re forced to thole. hale be your **heart**! hale be your fiddle! lang may your el,' re forced to tho ##le . hale be your heart ! hale be your fiddle ! lang may your el,heart,Epistle To Major Logan,Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/epistle-to-major-logan-9959
0.020414233,-0.010275132,"tith, late or soon, heaven send your **heart**-strings ay in tune, and screw your","##ti ##th , late or soon , heaven send your heart - strings a ##y in tune , and screw your",heart,Epistle To Major Logan,Robert Burns,18th Century,http://public-domain-poetry.com/robert-burns/epistle-to-major-logan-9959
0.016144719,0.029472504,"he long; from rome swift thunder flew, and headlong from his throne the tyrant threw: thrown **head**","he long ; from rome swift thunder flew , and head ##long from his throne the tyrant threw : thrown head",head,The Negro's Complaint,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/negros-complaint-13115
0.015891299,0.030088365,"headlong from his throne the tyrant threw: thrown headlong down, by rome in triumph led, for","head ##long from his throne the tyrant threw : thrown head ##long down , by rome in triumph led , for",head,Historical Epilogue To The Brothers. A Tragedy,Edward Young,18th Century,http://public-domain-poetry.com/edward-young/historical-epilogue-to-the-brothers-a-tragedy-34611
0.020965438,-0.01905899,", and all his father's anguish rent his **heart**. when, rob'd in black, his",", and all his father ' s anguish rent his heart . when , rob ' d in black , his",heart,Historical Epilogue To The Brothers. A Tragedy,Edward Young,18th Century,http://public-domain-poetry.com/edward-young/historical-epilogue-to-the-brothers-a-tragedy-34611
0.019944528,-0.009442576,"my feeble voice to sing thy praise. the heartfelt power of every charm divine, who can withstand","my fee ##ble voice to sing thy praise . the heart ##felt power of every charm divine , who can withstand",heart,On Seeing Mrs. ** Perform In The Character Of ****,Oliver Goldsmith,18th Century,http://public-domain-poetry.com/oliver-goldsmith/on-seeing-mrs-perform-in-the-character-of-16843
0.018897044,0.019357376,"a sleeping infant's brow, or wakeful **eye** of a young maiden, only not divine. scarcely","a sleeping infant ' s brow , or wake ##ful eye of a young maiden , only not divine . scarcely",eye,"By The Seashore, Isle Of Man",William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/by-the-seashore-isle-of-man-4584
0.017409949,0.02927012,"see wither'd winter, bending low his **head**; his ragged locks stiff with the hoary dew","see with ##er ' d winter , bending low his head ; his ragged locks stiff with the ho ##ary dew",head,Sonnet XXVII,Anna Seward,18th Century,http://public-domain-poetry.com/anna-seward/sonnet-xxvii-31117
0.0183523,0.014140919,seas how steadfast! objects all for the **eye** of silent rapture; but we felt the while,seas how ste ##ad ##fast ! objects all for the eye of silent rap ##ture ; but we felt the while,eye,"Composed After A Journey Across The Hambleton Hills, Yorkshire",William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/composed-after-a-journey-across-the-hambleton-hills-yorkshire-3925
0.02042335,-0.010954923,"pride compare nor panther, nor the savage boar whose **heart**'s high temper flashes in his eyes, with","pride compare nor panther , nor the savage boar whose heart ' s high temper flashes in his eyes , with",heart,The Iliad Of Homer: Translated Into English Blank Verse: Book XVII,William Cowper,18th Century,http://public-domain-poetry.com/william-cowper/iliad-of-homer-translated-into-english-blank-verse-book-xvii-13073
0.017936964,0.03153457,"? an azure veil bends waving o 'er his **head**, and showers of violets from his hands are","? an azure veil bends waving o ' er his head , and showers of violet ##s from his hands are",head,East Wind. (The Winds),William Lisle Bowles,18th Century,http://public-domain-poetry.com/william-lisle-bowles/east-wind-the-winds-9405
0.019549942,0.01975056,"to share. winter, avaunt! thy haggard **eye** will scare him, as he wanders by,","to share . winter , ava ##unt ! thy haggard eye will scare him , as he wander ##s by ,",eye,East Wind. (The Winds),William Lisle Bowles,18th Century,http://public-domain-poetry.com/william-lisle-bowles/east-wind-the-winds-9405
0.020547155,-0.013677179,"s, there, and there only, that the **heart** is true? and, rising to repel or","##s , there , and there only , that the heart is true ? and , rising to rep ##el or",heart,And Is It Among Rude Untutored Dales,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/and-is-it-among-rude-untutored-dales-3912
0.018522093,0.024890862,"her love attest? by planting on thy naked **head** the crest of an imperial castle, which the pl","her love at ##test ? by planting on thy naked head the crest of an imperial castle , which the pl",head,Aerial Rock - Whose Solitary Brow,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/aerial-rock-whose-solitary-brow-4239
0.016643014,0.015580858,", she cried, still heave the lab '**ring** deep, ""the mountain shake, the howling forest",", she cried , still he ##ave the lab ' ring deep , "" the mountain shake , the howling forest",ring,"Euphelia, An Elegy",Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/euphelia-an-elegy-34726
0.016522584,0.015340897,"rend; ""still dash the shiv '**ring** fragment from the steep, ""nor for a wr","ren ##d ; "" still dash the shi ##v ' ring fragment from the steep , "" nor for a wr",ring,"Euphelia, An Elegy",Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/euphelia-an-elegy-34726
0.016623382,0.017851364,"swelled with boding sounds the whisp '**ring** gale. ""but deep despair has arm'd","swelled with bo ##ding sounds the w ##his ##p ' ring gale . "" but deep despair has arm ' d",ring,"Euphelia, An Elegy",Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/euphelia-an-elegy-34726
0.01448264,0.011477734,"p 'ring gale. ""but deep despair has **arm**'d my timid soul, ""and agony","##p ' ring gale . "" but deep despair has arm ' d my tim ##id soul , "" and agony",arm,"Euphelia, An Elegy",Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/euphelia-an-elegy-34726
0.020690592,-0.015055917,"throb of fear; ""taught a weak **heart** its terrors to controul, ""and","th ##ro ##b of fear ; "" taught a weak heart its terror ##s to con ##tro ##ul , "" and",heart,"Euphelia, An Elegy",Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/euphelia-an-elegy-34726
0.016131377,0.019358782,"the return of light, ""its glim '**ring** beam might guide my searching eye, ""the sacred","the return of light , "" its g ##lim ' ring beam might guide my searching eye , "" the sacred",ring,"Euphelia, An Elegy",Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/euphelia-an-elegy-34726
0.019255629,0.014036894,"its glim 'ring beam might guide my searching **eye**, ""the sacred spot might then emerge from night","its g ##lim ' ring beam might guide my searching eye , "" the sacred spot might then emerge from night",eye,"Euphelia, An Elegy",Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/euphelia-an-elegy-34726
0.020663638,-0.023650238,"around. ""alas, no longer could his **heart** endure ""the woes that **heart** was doom '","around . "" ala ##s , no longer could his heart endure "" the wo ##es that heart was doom '",heart,The Celebrated Woman. An Epistle By A Married Man To A Fellow-Sufferer,Friedrich Schiller,18th Century,http://public-domain-poetry.com/friedrich-schiller/celebrated-woman-an-epistle-by-a-married-man-to-a-fellow-sufferer-30696
0.020289743,-0.017583517,"longer could his **heart** endure ""the woes that **heart** was doom'd for me to prove: ""","longer could his heart endure "" the wo ##es that heart was doom ' d for me to prove : """,heart,"Euphelia, An Elegy",Helen Maria Williams,18th Century,http://public-domain-poetry.com/helen-maria-williams/euphelia-an-elegy-34726
0.021050882,-0.01690434,"of petty things! oh! 'tis the '**heart** 'that magnifies this life, making a","of petty things ! oh ! ' tis the ' heart ' that mag ##ni ##fies this life , making a",heart,To The Same,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/to-the-same-4226
0.018647082,0.018494463,"of gentler thought, protracted till thine **eye** be calm as water when the winds are gone,","of gentle ##r thought , pro ##tracted till thin ##e eye be calm as water when the winds are gone ,",eye,To The Same,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/to-the-same-4226
0.02070112,-0.016082665,"charge, and truly serving god, has yet a **heart** and hand for trees and flowers, enjoys the walks","charge , and truly serving god , has yet a heart and hand for trees and flowers , enjoys the walks",heart,On The Sight Of A Manse In The South Of Scotland,William Wordsworth,18th Century,http://public-domain-poetry.com/william-wordsworth/on-the-sight-of-a-manse-in-the-south-of-scotland-4533
0.018235637,0.01817904,", and false was fair, by which vice cheated **eye** and ear. the juggler, though with grief",", and false was fair , by which vice cheated eye and ear . the jug ##gler , though with grief",eye,Juggler And Vice,John Gay,18th Century,http://public-domain-poetry.com/john-gay/juggler-and-vice-34794
